city,state,latitude,longitude
CHESTER,NY,41.356942,-74.276921
CHESTERTOWN,NY,43.643112,-73.783522
CHESTNUT RIDGE,NY,41.084908,-74.048071
CHITTENANGO,NY,43.046144,-75.874769
CHURCHVILLE,NY,43.102261,-77.881586
CLARENCE,NY,42.97573,-78.595325
CLARENCE CENTER,NY,43.008425,-78.630815
CLARK MILLS,NY,43.084579,-75.376112
CLARKSON,NY,43.239818,-77.916201
CLAVERACK-RED MILLS,NY,42.229481,-73.722275
CLAYTON,NY,44.237487,-76.082734
CLAYVILLE,NY,42.977963,-75.250681
CLEVELAND,NY,43.240002,-75.884202
CLIFTON GARDENS,NY,42.847118,-73.782601
CLIFTON KNOLLS-MILL CREEK,NY,42.850658,-73.806356
CLIFTON SPRINGS,NY,42.960832,-77.134788
CLINTON,NY,43.048866,-75.378462
CLINTONDALE,NY,41.690269,-74.042654
CLYDE,NY,43.084162,-76.87043
COBLESKILL,NY,42.679002,-74.485234
COHOCTON,NY,42.49993,-77.500006
COHOES,NY,42.772867,-73.707759
COLD BROOK,NY,43.239875,-75.038869
COLD SPRING,NY,41.419238,-73.954745
COLD SPRING HARBOR,NY,40.864322,-73.456406
COLONIE,NY,42.720873,-73.831736
COLTON,NY,44.565056,-74.946662
COMMACK,NY,40.843449,-73.283336
CONESUS,NY,42.726333,-77.669676
CONESUS LAKE,NY,42.802175,-77.70112
CONGERS,NY,41.149122,-73.946371
CONSTABLEVILLE,NY,43.564721,-75.427685
CONSTANTIA,NY,43.25856,-76.009024
COOPERS PLAINS,NY,42.179345,-77.137523
COOPERSTOWN,NY,42.698875,-74.930659
COPAKE,NY,42.104842,-73.554715
COPAKE FALLS,NY,42.120223,-73.524723
COPAKE LAKE,NY,42.147242,-73.597579
COPENHAGEN,NY,43.89329,-75.672629
COPIAGUE,NY,40.670358,-73.392761
CORAM,NY,40.881236,-73.005882
CORFU,NY,42.961163,-78.40261
CORINTH,NY,43.245662,-73.830348
CORNING,NY,42.148195,-77.056401
CORNWALL-ON-HUDSON,NY,41.433521,-74.015145
CORTLAND,NY,42.600866,-76.179127
CORTLAND WEST,NY,42.594186,-76.225853
COUNTRY KNOLLS,NY,42.90875,-73.80732
COVE NECK,NY,40.885781,-73.497304
COXSACKIE,NY,42.357628,-73.807989
CRAGSMOOR,NY,41.665484,-74.391169
CRANBERRY LAKE,NY,44.180885,-74.86828
CREST VIEW HEIGHTS,NY,42.075728,-76.123409
CROGHAN,NY,43.89429,-75.391521
CROMPOND,NY,41.295265,-73.839963
CROTON-ON-HUDSON,NY,41.209652,-73.901152
CROWN HEIGHTS,NY,41.641654,-73.928663
CRUGERS,NY,41.231337,-73.92581
CRYSTAL BEACH,NY,42.809769,-77.258293
CUBA,NY,42.218292,-78.275211
CUMBERLAND HEAD,NY,44.717703,-73.398006
CUMMINSVILLE,NY,42.570539,-77.718936
CUTCHOGUE,NY,41.021223,-72.486958
CUYLERVILLE,NY,42.777692,-77.873758
DALTON,NY,42.542227,-77.951938
DANBY,NY,42.356588,-76.466818
DANNEMORA,NY,44.719721,-73.718535
DANSVILLE,NY,42.562482,-77.696927
DAVENPORT CENTER,NY,42.445085,-74.911217
DEER PARK,NY,40.761441,-73.321736
DEFERIET,NY,44.032323,-75.679354
DEKALB JUNCTION,NY,44.512052,-75.297688
DELANSON,NY,42.748099,-74.182443
DELEVAN,NY,42.491288,-78.479603
DELHI,NY,42.277417,-74.91548
DEPAUVILLE,NY,44.142448,-76.045152
DEPEW,NY,42.911764,-78.704363
DEPOSIT,NY,42.064176,-75.422919
DERING HARBOR,NY,41.092177,-72.341328
DERUYTER,NY,42.758669,-75.886689
DEWITT,NY,43.02809,-76.086426
DEXTER,NY,44.011179,-76.042982
DIX HILLS,NY,40.803322,-73.337459
DOBBS FERRY,NY,41.009994,-73.868636
DOLGEVILLE,NY,43.106696,-74.779978
DOVER PLAINS,NY,41.739272,-73.573014
DOWNSVILLE,NY,42.084598,-74.997709
DRESDEN,NY,42.683928,-76.957046
DRYDEN,NY,42.49083,-76.301387
DUANE LAKE,NY,42.752239,-74.107327
DUANESBURG,NY,42.763423,-74.133129
DUNDEE,NY,42.523613,-76.977422
DUNKIRK,NY,42.480551,-79.332898
DURHAMVILLE,NY,43.122562,-75.665
EAGLE BAY,NY,43.768644,-74.817367
EARLVILLE,NY,42.740085,-75.543595
EAST ATLANTIC BEACH,NY,40.585582,-73.712204
EAST AURORA,NY,42.766837,-78.617042
EAST AVON,NY,42.912785,-77.707306
EAST DURHAM,NY,42.36565,-74.092526
EAST FARMINGDALE,NY,40.736657,-73.411368
EAST FRANKFORT,NY,43.016973,-75.064795
EAST GLENVILLE,NY,42.864027,-73.928902
EAST GREENBUSH,NY,42.595174,-73.704997
EAST HAMPTON,NY,40.951543,-72.196094
EAST HAMPTON NORTH,NY,40.972767,-72.189126
EAST HERKIMER,NY,43.031518,-74.964198
EAST HILLS,NY,40.795841,-73.629176
EAST ISLIP,NY,40.726249,-73.187346
EAST ITHACA,NY,42.424472,-76.458678
EAST KINGSTON,NY,41.950861,-73.974596
EAST MARION,NY,41.135271,-72.33516
EAST MASSAPEQUA,NY,40.676236,-73.437058
EAST MEADOW,NY,40.720115,-73.558861
EAST MORICHES,NY,40.808772,-72.756601
EAST NASSAU,NY,42.538976,-73.504976
EAST NORTHPORT,NY,40.879131,-73.323244
EAST NORWICH,NY,40.849523,-73.528852
EAST PATCHOGUE,NY,40.770031,-72.981772
EAST QUOGUE,NY,40.845851,-72.575354
EAST RANDOLPH,NY,42.168067,-78.957184
EAST ROCHESTER,NY,43.11221,-77.487176
EAST ROCKAWAY,NY,40.643804,-73.66713
EAST SETAUKET,NY,40.920966,-73.093714
EAST SHOREHAM,NY,40.950232,-72.875352
EAST SYRACUSE,NY,43.063823,-76.069789
EAST WILLISTON,NY,40.76085,-73.633607
EAST WORCESTER,NY,42.628399,-74.674321
EASTCHESTER,NY,40.958347,-73.807489
EASTPORT,NY,40.83508,-72.735052
EATONS NECK,NY,40.930969,-73.401771
EDEN,NY,42.652344,-78.9013
EDMESTON,NY,42.698855,-75.252297
EDWARDS,NY,44.320264,-75.249374
EGGERTSVILLE,NY,42.966475,-78.807187
ELBA,NY,43.076804,-78.188908
ELBRIDGE,NY,43.037936,-76.442352
ELDRED,NY,41.526802,-74.878829
ELIZABETHTOWN,NY,44.226132,-73.588933
ELLENVILLE,NY,41.704744,-74.36219
ELLICOTTVILLE,NY,42.274852,-78.672283
ELLISBURG,NY,43.735102,-76.134388
ELMA CENTER,NY,42.828198,-78.634291
ELMIRA,NY,42.093388,-76.80961
ELMIRA HEIGHTS,NY,42.12669,-76.825566
ELMONT,NY,40.699176,-73.706166
ELMSFORD,NY,41.054114,-73.814325
ELWOOD,NY,40.846198,-73.338874
ENDICOTT,NY,42.097489,-76.063376
ENDWELL,NY,42.122864,-76.023572
ERIN,NY,42.184079,-76.671703
ESPERANCE,NY,42.764633,-74.257392
EVANS MILLS,NY,44.086978,-75.807761
FABIUS,NY,42.834666,-75.984786
FAIR HAVEN,NY,43.323175,-76.704678
FAIRMOUNT,NY,43.041383,-76.248505
FAIRPORT,NY,43.099465,-77.443069
FAIRVIEW,NY,41.732112,-73.912395
FALCONER,NY,42.119069,-79.196932
FALLSBURG,NY,41.738991,-74.613862
FARMINGDALE,NY,40.732808,-73.446759
FARMINGVILLE,NY,40.838978,-73.040463
FARNHAM,NY,42.595064,-79.080859
FAYETTEVILLE,NY,43.030794,-75.998361
FELTS MILLS,NY,44.012403,-75.770123
FILLMORE,NY,42.465898,-78.110503
FIRE ISLAND,NY,40.637097,-73.203314
FIRTHCLIFFE,NY,41.442048,-74.033072
FISHERS ISLAND,NY,41.267681,-71.992796
FISHERS LANDING,NY,44.281138,-76.008229
FISHKILL,NY,41.533908,-73.893131
FLANDERS,NY,40.888755,-72.604235
FLEISCHMANNS,NY,42.154925,-74.534827
FLORAL PARK,NY,40.721952,-73.702824
FLORIDA,NY,41.330641,-74.354202
FLOWER HILL,NY,40.807495,-73.675568
FLY CREEK,NY,42.719404,-74.98421
FONDA,NY,42.953384,-74.372869
FOREST HOME,NY,42.451895,-76.468517
FORESTVILLE,NY,42.469103,-79.175491
FORT ANN,NY,43.415731,-73.490513
FORT COVINGTON,NY,44.975802,-74.499885
FORT DRUM,NY,44.044709,-75.787763
FORT EDWARD,NY,43.268618,-73.582617
FORT JOHNSON,NY,42.958023,-74.236342
FORT MONTGOMERY,NY,41.342865,-73.98718
FORT PLAIN,NY,42.932658,-74.626804
FORT SALONGA,NY,40.911413,-73.295587
FOWLERVILLE,NY,42.893958,-77.848057
FRANKFORT,NY,43.037753,-75.071582
FRANKLIN,NY,42.340783,-75.168021
FRANKLIN SQUARE,NY,40.700193,-73.677478
FRANKLINVILLE,NY,42.334746,-78.454766
FREDONIA,NY,42.440658,-79.3319
FREEDOM PLAINS,NY,41.665366,-73.79862
FREEPORT,NY,40.650851,-73.584575
FREEVILLE,NY,42.50841,-76.347162
FREWSBURG,NY,42.056055,-79.133687
FRIENDSHIP,NY,42.205552,-78.141811
FULTON,NY,43.319164,-76.419739
FULTONVILLE,NY,42.946229,-74.369778
GAINESVILLE,NY,42.641649,-78.134612
GALEVILLE,NY,43.086665,-76.187788
GALWAY,NY,43.018516,-74.031838
GANANDA,NY,43.126168,-77.337485
GANG MILLS,NY,42.160375,-77.127609
GARDEN CITY,NY,40.725756,-73.645398
GARDEN CITY PARK,NY,40.74293,-73.663307
GARDEN CITY SOUTH,NY,40.712153,-73.660475
GARDINER,NY,41.679517,-74.147896
GARDNERTOWN,NY,41.539574,-74.057223
GARRATTSVILLE,NY,42.652429,-75.169089
GASPORT,NY,43.189331,-78.584656
GATES,NY,43.156379,-77.692359
GENESEO,NY,42.79902,-77.809548
GENEVA,NY,42.863488,-76.982722
GERMANTOWN,NY,42.135945,-73.888021
GHENT,NY,42.323521,-73.61936
GILBERTSVILLE,NY,42.46933,-75.322609
GILGO,NY,40.636151,-73.383775
GLASCO,NY,42.045959,-73.946672
GLEN AUBREY,NY,42.262284,-76.000292
GLEN COVE,NY,40.884756,-73.644781
GLEN HEAD,NY,40.844918,-73.618018
GLEN PARK,NY,44.00307,-75.958398
GLENS FALLS,NY,43.31116,-73.645286
GLENS FALLS NORTH,NY,43.334807,-73.683801
GLENWOOD LANDING,NY,40.829451,-73.637736
GLOVERSVILLE,NY,43.049244,-74.345815
GOLDEN'S BRIDGE,NY,41.290172,-73.670416
GORDON HEIGHTS,NY,40.863647,-72.962088
GORHAM,NY,42.80029,-77.135835
GOSHEN,NY,41.401647,-74.326855
GOUVERNEUR,NY,44.336573,-75.466035
GOWANDA,NY,42.460428,-78.934518
GRAHAMSVILLE,NY,41.852751,-74.552252
GRAND VIEW-ON-HUDSON,NY,41.062889,-73.9209
GRANDYLE VILLAGE,NY,42.988488,-78.954566
GRANVILLE,NY,43.413407,-73.264459
GREAT BEND,NY,44.016829,-75.700166
GREAT NECK,NY,40.802368,-73.733099
GREAT NECK ESTATES,NY,40.786476,-73.740167
GREAT NECK GARDENS,NY,40.796953,-73.722465
GREAT NECK PLAZA,NY,40.786913,-73.726155
GREAT RIVER,NY,40.713454,-73.176039
GREECE,NY,43.209517,-77.702642
GREEN ISLAND,NY,42.747904,-73.692466
GREENE,NY,42.330068,-75.767686
GREENLAWN,NY,40.863515,-73.365754
GREENPORT,NY,41.102428,-72.366763
GREENPORT WEST,NY,41.090168,-72.384584
GREENVALE,NY,40.811957,-73.626327
GREENVILLE,NY,42.413789,-74.020324
GREENWICH,NY,43.086475,-73.496673
GREENWOOD LAKE,NY,41.221103,-74.287578
GREIGSVILLE,NY,42.830719,-77.901428
GROTON,NY,42.58343,-76.35986
GROVELAND STATION,NY,42.663379,-77.76667
GUILFORD,NY,42.407337,-75.485417
HADLEY,NY,43.312494,-73.846749
HAGAMAN,NY,42.970733,-74.15979
HAILESBORO,NY,44.311603,-75.433024
HAINES FALLS,NY,42.197005,-74.100923
HALESITE,NY,40.886284,-73.412514
HALL,NY,42.796506,-77.067963
HAMBURG,NY,42.723357,-78.834804
HAMILTON,NY,42.828457,-75.553015
HAMILTON COLLEGE,NY,43.052666,-75.407716
HAMLIN,NY,43.302295,-77.921682
HAMMOND,NY,44.446385,-75.693499
HAMMONDSPORT,NY,42.40874,-77.222858
HAMPTON BAYS,NY,40.864652,-72.518104
HAMPTON MANOR,NY,42.620625,-73.730119
HANCOCK,NY,41.953028,-75.28209
HANKINS,NY,41.823158,-75.084195
HANNAWA FALLS,NY,44.600678,-74.97536
HANNIBAL,NY,43.319437,-76.577742
HARBOR HILLS,NY,40.788588,-73.749019
HARBOR ISLE,NY,40.602508,-73.66472
HARRIMAN,NY,41.309057,-74.144094
HARRIS HILL,NY,42.972969,-78.679265
HARRISON,NY,41.023538,-73.719283
HARTSDALE,NY,41.015434,-73.803641
HARTWICK,NY,42.658609,-75.061109
HARTWICK SEMINARY,NY,42.652233,-74.96023
HASTINGS-ON-HUDSON,NY,40.988041,-73.881236
HAUPPAUGE,NY,40.822351,-73.210701
HAVERSTRAW,NY,41.178245,-73.943331
HAVILAND,NY,41.764624,-73.897933
HAWTHORNE,NY,41.103433,-73.796912
HEAD OF THE HARBOR,NY,40.897658,-73.161536
HEMLOCK,NY,42.793788,-77.607439
HEMPSTEAD,NY,40.704374,-73.619445
HENDERSON,NY,43.848019,-76.184953
HERITAGE HILLS,NY,41.339661,-73.700677
HERKIMER,NY,43.028078,-74.993306
HERMON,NY,44.467051,-75.231246
HERRICKS,NY,40.756682,-73.663492
HERRINGS,NY,44.023087,-75.64932
HEUVELTON,NY,44.61639,-75.399983
HEWLETT,NY,40.641996,-73.694393
HEWLETT BAY PARK,NY,40.63512,-73.695824
HEWLETT HARBOR,NY,40.633619,-73.685898
HEWLETT NECK,NY,40.624763,-73.697082
HICKSVILLE,NY,40.764136,-73.524806
HIGH FALLS,NY,41.825499,-74.120253
HIGHLAND,NY,41.721502,-73.96211
HIGHLAND FALLS,NY,41.364565,-73.968924
HIGHLAND-ON-THE-LAKE,NY,42.70174,-78.9824
HILLBURN,NY,41.127177,-74.170503
HILLCREST,NY,41.129814,-74.035011
HILLSIDE,NY,41.91905,-74.033686
HILLSIDE LAKE,NY,41.615764,-73.79697
HILTON,NY,43.289972,-77.792559
HOBART,NY,42.372156,-74.668541
HOLBROOK,NY,40.794373,-73.070022
HOLLAND,NY,42.637476,-78.551775
HOLLAND PATENT,NY,43.241147,-75.256575
HOLLEY,NY,43.224657,-78.029194
HOLTSVILLE,NY,40.812373,-73.044653
HOMER,NY,42.637233,-76.185377
HONEOYE,NY,42.788582,-77.512469
HONEOYE FALLS,NY,42.954677,-77.591126
HOOSICK FALLS,NY,42.900907,-73.349968
HOPEWELL JUNCTION,NY,41.580193,-73.811638
HORNELL,NY,42.333044,-77.663215
HORSEHEADS,NY,42.168632,-76.829658
HORSEHEADS NORTH,NY,42.19664,-76.804664
HORTONVILLE,NY,41.766137,-75.022039
HOUGHTON,NY,42.428298,-78.172646
HUDSON,NY,42.251905,-73.786028
HUDSON FALLS,NY,43.304735,-73.581587
HUNT,NY,42.547566,-77.991204
HUNTER,NY,42.210532,-74.215431
HUNTINGTON,NY,40.875389,-73.405761
HUNTINGTON BAY,NY,40.903556,-73.412127
HUNTINGTON STATION,NY,40.844488,-73.404812
HURLEY,NY,41.910209,-74.062247
HURLEYVILLE,NY,41.741859,-74.675357
HYDE PARK,NY,41.783611,-73.934699
ILION,NY,43.011261,-75.039655
INTERLAKEN,NY,42.61782,-76.725474
INWOOD,NY,40.621346,-73.75699
IRONDEQUOIT,NY,43.209811,-77.572056
IRVINGTON,NY,41.034258,-73.867028
ISLAND PARK,NY,40.605221,-73.6553
ISLANDIA,NY,40.806862,-73.171084
ISLIP,NY,40.730319,-73.216113
ISLIP TERRACE,NY,40.750269,-73.186889
ITHACA,NY,42.443937,-76.503055
JACKSONVILLE,NY,42.506099,-76.618788
JAMESPORT,NY,40.960967,-72.583173
JAMESTOWN,NY,42.097603,-79.236135
JAMESTOWN WEST,NY,42.088456,-79.281036
JEFFERSON,NY,42.47817,-74.603324
JEFFERSON HEIGHTS,NY,42.235642,-73.882099
JEFFERSON VALLEY-YORKTOWN,NY,41.318669,-73.799864
JEFFERSONVILLE,NY,41.777521,-74.925853
JERICHO,NY,40.787447,-73.541615
JOHNSON CITY,NY,42.125288,-75.963406
JOHNSTOWN,NY,43.007335,-74.375065
JORDAN,NY,43.067069,-76.47292
KASER,NY,41.121257,-74.068575
KATONAH,NY,41.255069,-73.685185
KAUNEONGA LAKE,NY,41.689261,-74.833098
KEESEVILLE,NY,44.504096,-73.481109
KENMORE,NY,42.964633,-78.87129
KENNEDY,NY,42.158948,-79.098287
KENSINGTON,NY,40.793077,-73.722242
KERHONKSON,NY,41.782641,-74.275424
KEUKA PARK,NY,42.612536,-77.092405
KIAMESHA LAKE,NY,41.680772,-74.668631
KINDERHOOK,NY,42.394382,-73.703768
KINGS PARK,NY,40.886964,-73.245571
KINGS POINT,NY,40.817892,-73.73932
KINGSTON,NY,41.930124,-73.996782
KIRYAS JOEL,NY,41.340667,-74.167274
KYSORVILLE,NY,42.652845,-77.794881
LA FARGEVILLE,NY,44.193318,-75.954772
LACKAWANNA,NY,42.818424,-78.832769
LACONA,NY,43.642654,-76.066066
LAKE CARMEL,NY,41.462746,-73.663331
LAKE DELTA,NY,43.286754,-75.469092
LAKE ERIE BEACH,NY,42.624182,-79.078563
LAKE GEORGE,NY,43.425924,-73.715168
LAKE GROVE,NY,40.857817,-73.116844
LAKE HUNTINGTON,NY,41.680039,-74.99419
LAKE KATRINE,NY,41.985218,-73.989759
LAKE LUZERNE,NY,43.329914,-73.84353
LAKE MOHEGAN,NY,41.318803,-73.848057
LAKE PLACID,NY,44.28417,-73.986426
LAKE RONKONKOMA,NY,40.830318,-73.113298
LAKE SUCCESS,NY,40.763883,-73.711112
LAKELAND,NY,43.090858,-76.242643
LAKEVIEW,NY,40.677732,-73.649718
LAKEVILLE,NY,42.836761,-77.703154
LAKEWOOD,NY,42.099141,-79.320102
LANCASTER,NY,42.9006,-78.668775
LANSING,NY,42.49015,-76.486521
LARCHMONT,NY,40.925961,-73.75196
LATHAM,NY,42.742235,-73.750377
LATTINGTOWN,NY,40.89464,-73.595343
LAUREL,NY,40.972918,-72.554532
LAUREL HOLLOW,NY,40.8567,-73.477542
LAURENS,NY,42.531319,-75.088716
LAWRENCE,NY,40.602924,-73.714434
LE ROY,NY,42.978006,-77.990874
LEEDS,NY,42.255384,-73.893533
LEICESTER,NY,42.770939,-77.896904
LEVITTOWN,NY,40.72399,-73.512709
LEWISTON,NY,43.17193,-79.040674
LIBERTY,NY,41.796593,-74.743195
LIDO BEACH,NY,40.589098,-73.604318
LIMA,NY,42.906946,-77.612265
LIME LAKE,NY,42.433002,-78.484684
LIMESTONE,NY,42.017267,-78.631327
LINCOLN PARK,NY,41.958041,-74.004812
LINCOLNDALE,NY,41.335321,-73.726698
LINDENHURST,NY,40.685751,-73.371594
LINWOOD,NY,42.896705,-77.947602
LISLE,NY,42.349054,-76.005522
LITTLE FALLS,NY,43.044835,-74.856688
LITTLE VALLEY,NY,42.249365,-78.798751
LIVERPOOL,NY,43.105566,-76.209664
LIVINGSTON MANOR,NY,41.887164,-74.823643
LIVONIA,NY,42.82193,-77.6688
LIVONIA CENTER,NY,42.82106,-77.642011
LLOYD HARBOR,NY,40.921496,-73.443386
LOCH SHELDRAKE,NY,41.775216,-74.65965
LOCKPORT,NY,43.16946,-78.695807
LOCUST VALLEY,NY,40.878083,-73.589333
LODI,NY,42.6134,-76.821978
LONG BEACH,NY,40.585835,-73.665403
LONG LAKE,NY,43.967474,-74.426913
LORENZ PARK,NY,42.269951,-73.776021
LORRAINE,NY,43.765512,-75.952223
LOUDONVILLE,NY,42.70973,-73.763079
LOWVILLE,NY,43.786605,-75.487812
LYNBROOK,NY,40.657883,-73.674199
LYNCOURT,NY,43.082059,-76.126388
LYNDONVILLE,NY,43.321345,-78.388869
LYON MOUNTAIN,NY,44.718317,-73.866297
LYONS,NY,43.063509,-76.990953
LYONS FALLS,NY,43.617008,-75.361635
MACDONNELL HEIGHTS,NY,41.716538,-73.860615
MACEDON,NY,43.064833,-77.300283
MACHIAS,NY,42.413621,-78.487052
MADISON,NY,42.897741,-75.512291
MADRID,NY,44.747381,-75.129351
MAHOPAC,NY,41.369734,-73.74069
MALDEN-ON-HUDSON,NY,42.093226,-73.936475
MALONE,NY,44.848221,-74.28958
MALVERNE,NY,40.674541,-73.672101
MALVERNE PARK OAKS,NY,40.681655,-73.664414
MAMARONECK,NY,40.936452,-73.726138
MANCHESTER,NY,42.968116,-77.231639
MANHASSET,NY,40.784977,-73.694879
MANHASSET HILLS,NY,40.759137,-73.68087
MANLIUS,NY,43.001438,-75.982232
MANNSVILLE,NY,43.717814,-76.066815
MANORHAVEN,NY,40.83885,-73.710825
MANORVILLE,NY,40.862328,-72.787521
MARATHON,NY,42.444808,-76.036238
MARCELLUS,NY,42.983707,-76.3405
MARCY,NY,43.131447,-75.255714
MARGARETVILLE,NY,42.145267,-74.650708
MARIAVILLE LAKE,NY,42.824826,-74.130315
MARION,NY,43.142005,-77.193999
MARIST COLLEGE,NY,41.722227,-73.933341
MARLBORO,NY,41.603811,-73.977152
MASSAPEQUA,NY,40.668302,-73.471515
MASSAPEQUA PARK,NY,40.680909,-73.449689
MASSENA,NY,44.929024,-74.892973
MASTIC,NY,40.809653,-72.847986
MASTIC BEACH,NY,40.765722,-72.836722
MATINECOCK,NY,40.859352,-73.580472
MATTITUCK,NY,41.007298,-72.543521
MATTYDALE,NY,43.099176,-76.13883
MAYBROOK,NY,41.488335,-74.213498
MAYFIELD,NY,43.101933,-74.266014
MAYVILLE,NY,42.253099,-79.501913
MCGRAW,NY,42.593765,-76.097502
MCLEAN,NY,42.548809,-76.292316
MECHANICSTOWN,NY,41.447641,-74.392145
MECHANICVILLE,NY,42.904141,-73.688888
MEDFORD,NY,40.821979,-72.985918
MEDINA,NY,43.219742,-78.387874
MELROSE PARK,NY,42.905644,-76.514054
MELVILLE,NY,40.782357,-73.408824
MENANDS,NY,42.69118,-73.726188
MERIDIAN,NY,43.162963,-76.538182
MERRICK,NY,40.653175,-73.552013
MERRITT PARK,NY,41.538482,-73.87239
MEXICO,NY,43.465218,-76.232574
MIDDLE ISLAND,NY,40.892509,-72.951175
MIDDLEBURGH,NY,42.597979,-74.329828
MIDDLEPORT,NY,43.211722,-78.475727
MIDDLETOWN,NY,41.444922,-74.423573
MIDDLEVILLE,NY,43.138937,-74.970235
MILFORD,NY,42.59047,-74.946865
MILL NECK,NY,40.882132,-73.558968
MILLBROOK,NY,41.784862,-73.692092
MILLER PLACE,NY,40.943115,-72.993342
MILLERTON,NY,41.955485,-73.513076
MILLPORT,NY,42.268101,-76.836244
MILLWOOD,NY,41.202753,-73.793047
MILTON,NY,43.037526,-73.853819
MINEOLA,NY,40.747026,-73.639363
MINETTO,NY,43.402016,-76.480965
MINEVILLE,NY,44.092856,-73.521427
MINOA,NY,43.074279,-76.008372
MOHAWK,NY,43.009377,-75.007139
MONGAUP VALLEY,NY,41.680325,-74.779887
MONROE,NY,41.317698,-74.185748
MONSEY,NY,41.109477,-74.076972
MONTAUK,NY,41.047538,-71.946369
MONTEBELLO,NY,41.130795,-74.110078
MONTGOMERY,NY,41.521266,-74.238661
MONTICELLO,NY,41.652528,-74.68776
MONTOUR FALLS,NY,42.348618,-76.848704
MONTROSE,NY,41.238901,-73.943837
MOOERS,NY,44.96363,-73.595463
MORAVIA,NY,42.712145,-76.423053
MORICHES,NY,40.805414,-72.826992
MORRIS,NY,42.548118,-75.245292
MORRISONVILLE,NY,44.69366,-73.558925
MORRISTOWN,NY,44.584013,-75.64546
MORRISVILLE,NY,42.898699,-75.644755
MOUNT IVY,NY,41.192669,-74.029579
MOUNT KISCO,NY,41.201696,-73.728258
MOUNT MORRIS,NY,42.723695,-77.875207
MOUNT SINAI,NY,40.94178,-73.020242
MOUNT VERNON,NY,40.913105,-73.829317
MOUNT VISION,NY,42.583077,-75.051728
MOUNTAIN DALE,NY,41.691253,-74.520578
MOUNTAIN LODGE PARK,NY,41.386534,-74.141761
MUNNSVILLE,NY,42.976549,-75.586521
MUNSEY PARK,NY,40.798993,-73.67985
MUNSONS CORNERS,NY,42.573849,-76.202145
MUTTONTOWN,NY,40.825394,-73.536338
MYERS CORNER,NY,41.584484,-73.88366
NANUET,NY,41.095478,-74.015879
NAPANOCH,NY,41.752622,-74.371859
NAPEAGUE,NY,40.99847,-72.06422
NAPLES,NY,42.617441,-77.402129
NARROWSBURG,NY,41.601128,-75.050786
NASSAU,NY,42.513963,-73.61075
NASSAU LAKE,NY,42.538613,-73.609136
NATURAL BRIDGE,NY,44.071521,-75.500193
NAZARETH COLLEGE,NY,43.103104,-77.519348
NEDROW,NY,42.977998,-76.141648
NELLISTON,NY,42.932679,-74.607642
NELSONVILLE,NY,41.429474,-73.949914
NESCONSET,NY,40.846855,-73.152008
NEW BALTIMORE,NY,42.450364,-73.794956
NEW BERLIN,NY,42.623983,-75.335317
NEW CASSEL,NY,40.760202,-73.564934
NEW CITY,NY,41.152205,-73.990426
NEW HACKENSACK,NY,41.619623,-73.860006
NEW HAMBURG,NY,41.588583,-73.941204
NEW HARTFORD,NY,43.071038,-75.288618
NEW HEMPSTEAD,NY,41.145709,-74.051034
NEW HYDE PARK,NY,40.732273,-73.685864
NEW PALTZ,NY,41.749942,-74.079738
NEW ROCHELLE,NY,40.923243,-73.779344
NEW SQUARE,NY,41.141022,-74.029362
NEW SUFFOLK,NY,40.996754,-72.477472
NEW WINDSOR,NY,41.46983,-74.031832
NEW YORK,NY,40.662712,-73.938677
NEW YORK MILLS,NY,43.100709,-75.293111
NEWARK,NY,43.042009,-77.094024
NEWARK VALLEY,NY,42.222905,-76.186776
NEWBURGH,NY,41.503249,-74.01964
NEWFANE,NY,43.285683,-78.693945
NEWFIELD,NY,42.357511,-76.59381
NEWPORT,NY,43.186845,-75.016023
NIAGARA FALLS,NY,43.092841,-79.014743
NIAGARA UNIVERSITY,NY,43.137212,-79.035127
NICHOLS,NY,42.020017,-76.370402
NISKAYUNA,NY,42.804896,-73.887427
NISSEQUOGUE,NY,40.902716,-73.186246
NIVERVILLE,NY,42.44912,-73.64844
NORFOLK,NY,44.788637,-74.988027
NORTH AMITYVILLE,NY,40.700525,-73.411884
NORTH BABYLON,NY,40.731454,-73.32493
NORTH BALLSTON SPA,NY,43.019556,-73.852174
NORTH BAY,NY,43.228451,-75.74444
NORTH BAY SHORE,NY,40.760191,-73.261674
NORTH BELLMORE,NY,40.690346,-73.539016
NORTH BELLPORT,NY,40.786816,-72.94568
NORTH BLENHEIM,NY,42.47181,-74.452558
NORTH BOSTON,NY,42.677322,-78.779346
NORTH COLLINS,NY,42.594821,-78.936941
NORTH CREEK,NY,43.691289,-73.985521
NORTH GATES,NY,43.171569,-77.707099
NORTH GRANVILLE,NY,43.451516,-73.358092
NORTH GREAT RIVER,NY,40.756157,-73.163061
NORTH HAVEN,NY,41.023263,-72.313997
NORTH HILLS,NY,40.77645,-73.677847
NORTH HORNELL,NY,42.345444,-77.660504
NORTH LINDENHURST,NY,40.707221,-73.385968
NORTH LYNBROOK,NY,40.668563,-73.673588
NORTH MASSAPEQUA,NY,40.703007,-73.469122
NORTH MERRICK,NY,40.688369,-73.560577
NORTH NEW HYDE PARK,NY,40.745753,-73.687775
NORTH PATCHOGUE,NY,40.784034,-73.023889
NORTH ROSE,NY,43.18722,-76.886401
NORTH SEA,NY,40.931543,-72.40604
NORTH SYRACUSE,NY,43.133867,-76.130388
